Year,Geography,Age,Category,Demographic,Count,Rate
2013,Sutter,All Ages,Sex,Female,153,31.4
2013,Tehama,All Ages,Sex,Female,195,65.1
2013,Trinity,All Ages,Sex,Female,31,54.4
2013,Tulare,All Ages,Sex,Female,1180,51.3
2013,Tuolumne,All Ages,Sex,Female,166,76.1
2013,Ventura,All Ages,Sex,Female,1479,35.2
2013,Yolo,All Ages,Sex,Female,384,37.7
2013,Yuba,All Ages,Sex,Female,183,50.3
2013,Alameda,All Ages,Sex,Male,4605,61.0
2013,Amador,All Ages,Sex,Male,102,62.0
2013,Butte,All Ages,Sex,Male,433,41.7
2013,Calaveras,All Ages,Sex,Male,94,49.8
2013,California,All Ages,Sex,Male,86540,45.9
2013,Colusa,All Ages,Sex,Male,35,30.3
2013,Contra Costa,All Ages,Sex,Male,3070,60.0
2013,Del Norte,All Ages,Sex,Male,61,41.8
2013,El Dorado,All Ages,Sex,Male,216,26.4
2013,Fresno,All Ages,Sex,Male,3596,68.3
2013,Glenn,All Ages,Sex,Male,61,42.8
2013,Humboldt,All Ages,Sex,Male,419,65.5
2013,Imperial,All Ages,Sex,Male,697,70.3
2013,Inyo,All Ages,Sex,Male,42,56.7
2013,Kern,All Ages,Sex,Male,2524,51.7
2013,Kings,All Ages,Sex,Male,652,77.5
2013,Lake,All Ages,Sex,Male,162,54.7
2013,Lassen,All Ages,Sex,Male,44,30.2
2013,Los Angeles,All Ages,Sex,Male,24055,50.0
2013,Madera,All Ages,Sex,Male,436,52.6
2013,Marin,All Ages,Sex,Male,300,25.7
2013,Mariposa,All Ages,Sex,Male,22,31.6
2013,Mendocino,All Ages,Sex,Male,224,54.8
2013,Merced,All Ages,Sex,Male,1023,70.9
2013,Modoc,All Ages,Sex,Male,13,34.0
2013,Mono,All Ages,Sex,Male,18,23.6
2013,Monterey,All Ages,Sex,Male,1005,43.8
2013,Napa,All Ages,Sex,Male,257,38.7
2013,Nevada,All Ages,Sex,Male,163,36.9
2013,Orange,All Ages,Sex,Male,4523,30.5
2013,Placer,All Ages,Sex,Male,534,30.8
2013,Plumas,All Ages,Sex,Male,33,43.2
2013,Riverside,All Ages,Sex,Male,4342,37.1
2013,Sacramento,All Ages,Sex,Male,4332,60.0
2013,San Benito,All Ages,Sex,Male,152,54.5
2013,San Bernardino,All Ages,Sex,Male,6126,56.1
2013,San Diego,All Ages,Sex,Male,5511,35.5
2013,San Francisco,All Ages,Sex,Male,1473,40.3
2013,San Joaquin,All Ages,Sex,Male,2219,61.2
2013,San Luis Obispo,All Ages,Sex,Male,347,29.2
2013,San Mateo,All Ages,Sex,Male,1167,32.3
2013,Santa Barbara,All Ages,Sex,Male,724,34.7
2013,Santa Clara,All Ages,Sex,Male,2559,27.8
2013,Santa Cruz,All Ages,Sex,Male,480,38.6
2013,Shasta,All Ages,Sex,Male,397,48.3
2013,Siskiyou,All Ages,Sex,Male,77,39.2
2013,Solano,All Ages,Sex,Male,1426,70.3
2013,Sonoma,All Ages,Sex,Male,862,36.7
2013,Stanislaus,All Ages,Sex,Male,1475,54.3
2013,Sutter,All Ages,Sex,Male,132,27.3
2013,Tehama,All Ages,Sex,Male,110,36.7
2013,Trinity,All Ages,Sex,Male,12,22.5
2013,Tulare,All Ages,Sex,Male,1189,45.8
2013,Tuolumne,All Ages,Sex,Male,112,43.3
2013,Ventura,All Ages,Sex,Male,1305,31.8
2013,Yolo,All Ages,Sex,Male,370,38.7
2013,Yuba,All Ages,Sex,Male,155,39.7
2013,Alameda,Under 18,Total Population,Under 18,3269,92.6
2013,Amador,Under 18,Total Population,Under 18,52,91.9
2013,Butte,Under 18,Total Population,Under 18,275,61.5
2013,Calaveras,Under 18,Total Population,Under 18,60,78.7
2013,California,Under 18,Total Population,Under 18,70842,77.3
2013,Colusa,Under 18,Total Population,Under 18,38,62.5
2013,Contra Costa,Under 18,Total Population,Under 18,2251,91.5
2013,Del Norte,Under 18,Total Population,Under 18,48,85.1
2013,El Dorado,Under 18,Total Population,Under 18,135,37.7
2013,Fresno,Under 18,Total Population,Under 18,3814,134.4
2013,Glenn,Under 18,Total Population,Under 18,33,43.5
2013,Humboldt,Under 18,Total Population,Under 18,205,79.3
2013,Imperial,Under 18,Total Population,Under 18,709,136.3
2013,Inyo,Under 18,Total Population,Under 18,30,82.5
2013,Kern,Under 18,Total Population,Under 18,2394,92.3
2013,Kings,Under 18,Total Population,Under 18,558,131.9
2013,Lake,Under 18,Total Population,Under 18,96,75.1
2013,Lassen,Under 18,Total Population,Under 18,37,67.3
2013,Los Angeles,Under 18,Total Population,Under 18,20386,87.9
2013,Madera,Under 18,Total Population,Under 18,492,113.3
2013,Marin,Under 18,Total Population,Under 18,183,36.4
2013,Mariposa,Under 18,Total Population,Under 18,18,61.9
2013,Mendocino,Under 18,Total Population,Under 18,104,55.2
2013,Merced,Under 18,Total Population,Under 18,965,122.1
2013,Monterey,Under 18,Total Population,Under 18,989,85.6
2013,Napa,Under 18,Total Population,Under 18,161,53.2
2013,Nevada,Under 18,Total Population,Under 18,61,37.7
2013,Orange,Under 18,Total Population,Under 18,3901,54.6
2013,Placer,Under 18,Total Population,Under 18,332,40.9
2013,Plumas,Under 18,Total Population,Under 18,29,89.3
2013,Riverside,Under 18,Total Population,Under 18,3824,63.7
2013,Sacramento,Under 18,Total Population,Under 18,3035,84.0
2013,San Benito,Under 18,Total Population,Under 18,117,77.8
2013,San Bernardino,Under 18,Total Population,Under 18,5278,92.3
2013,San Diego,Under 18,Total Population,Under 18,4816,65.0
2013,San Francisco,Under 18,Total Population,Under 18,810,62.3
2013,San Joaquin,Under 18,Total Population,Under 18,1691,86.4
2013,San Luis Obispo,Under 18,Total Population,Under 18,229,46.4
2013,San Mateo,Under 18,Total Population,Under 18,770,46.1
2013,Santa Barbara,Under 18,Total Population,Under 18,664,67.6
2013,Santa Clara,Under 18,Total Population,Under 18,1806,40.5
2013,Santa Cruz,Under 18,Total Population,Under 18,386,68.7
2013,Shasta,Under 18,Total Population,Under 18,281,73.4
2013,Siskiyou,Under 18,Total Population,Under 18,44,50.9
2013,Solano,Under 18,Total Population,Under 18,966,100.5
2013,Sonoma,Under 18,Total Population,Under 18,560,54.2
2013,Stanislaus,Under 18,Total Population,Under 18,1154,80.3
2013,Sutter,Under 18,Total Population,Under 18,77,30.3
2013,Tehama,Under 18,Total Population,Under 18,86,57.1
2013,Tulare,Under 18,Total Population,Under 18,1097,75.0
2013,Tuolumne,Under 18,Total Population,Under 18,72,80.8
2013,Ventura,Under 18,Total Population,Under 18,1082,53.3
2013,Yolo,Under 18,Total Population,Under 18,249,57.2
2013,Yuba,Under 18,Total Population,Under 18,97,46.7
2013,Alameda,Under 18,Race-Ethnicity,African-American,1089,276.1
2013,Butte,Under 18,Race-Ethnicity,African-American,19,308.9
2013,California,Under 18,Race-Ethnicity,African-American,12709,261.5
2013,Contra Costa,Under 18,Race-Ethnicity,African-American,659,303.8
2013,Fresno,Under 18,Race-Ethnicity,African-American,362,266.7
2013,Imperial,Under 18,Race-Ethnicity,African-American,16,281.4
2013,Kern,Under 18,Race-Ethnicity,African-American,476,360.7
2013,Kings,Under 18,Race-Ethnicity,African-American,53,303.7
2013,Los Angeles,Under 18,Race-Ethnicity,African-American,4380,265.3
2013,Madera,Under 18,Race-Ethnicity,African-American,32,455.7
2013,Marin,Under 18,Race-Ethnicity,African-American,18,186.0
2013,Merced,Under 18,Race-Ethnicity,African-American,79,452.4
2013,Monterey,Under 18,Race-Ethnicity,African-American,39,284.9
2013,Orange,Under 18,Race-Ethnicity,African-American,170,173.8
2013,Placer,Under 18,Race-Ethnicity,African-American,15,170.8
2013,Riverside,Under 18,Race-Ethnicity,African-American,737,220.0
2013,Sacramento,Under 18,Race-Ethnicity,African-American,1044,274.8
2013,San Bernardino,Under 18,Race-Ethnicity,African-American,1403,295.8
2013,San Diego,Under 18,Race-Ethnicity,African-American,566,172.1
2013,San Francisco,Under 18,Race-Ethnicity,African-American,173,236.0
2013,San Joaquin,Under 18,Race-Ethnicity,African-American,440,304.1
2013,San Mateo,Under 18,Race-Ethnicity,African-American,46,131.0
2013,Santa Barbara,Under 18,Race-Ethnicity,African-American,29,252.5
2013,Santa Clara,Under 18,Race-Ethnicity,African-American,118,123.5
2013,Shasta,Under 18,Race-Ethnicity,African-American,18,478.5
2013,Solano,Under 18,Race-Ethnicity,African-American,376,319.5
2013,Sonoma,Under 18,Race-Ethnicity,African-American,33,196.2
2013,Stanislaus,Under 18,Race-Ethnicity,African-American,150,475.4
2013,Tulare,Under 18,Race-Ethnicity,African-American,33,253.0
2013,Ventura,Under 18,Race-Ethnicity,African-American,53,227.4
2013,Yolo,Under 18,Race-Ethnicity,African-American,14,122.2
2013,California,Under 18,Race-Ethnicity,American Indian/Alaskan Native,176,48.6
2013,Humboldt,Under 18,Race-Ethnicity,American Indian/Alaskan Native,12,55.4
2013,Los Angeles,Under 18,Race-Ethnicity,American Indian/Alaskan Native,19,54.7
2013,Mendocino,Under 18,Race-Ethnicity,American Indian/Alaskan Native,12,126.0
2013,San Diego,Under 18,Race-Ethnicity,American Indian/Alaskan Native,11,
2013,Tulare,Under 18,Race-Ethnicity,American Indian/Alaskan Native,11,
2013,Alameda,Under 18,Race-Ethnicity,Asian/Pacific Islander,313,34.0
2013,California,Under 18,Race-Ethnicity,Asian/Pacific Islander,2907,28.7
2013,Contra Costa,Under 18,Race-Ethnicity,Asian/Pacific Islander,131,39.5
2013,Fresno,Under 18,Race-Ethnicity,Asian/Pacific Islander,121,44.4
2013,Kern,Under 18,Race-Ethnicity,Asian/Pacific Islander,26,35.6
2013,Los Angeles,Under 18,Race-Ethnicity,Asian/Pacific Islander,621,27.1
2013,Merced,Under 18,Race-Ethnicity,Asian/Pacific Islander,13,29.2
2013,Orange,Under 18,Race-Ethnicity,Asian/Pacific Islander,267,23.6
2013,Placer,Under 18,Race-Ethnicity,Asian/Pacific Islander,21,35.4
2013,Riverside,Under 18,Race-Ethnicity,Asian/Pacific Islander,63,22.5
2013,Sacramento,Under 18,Race-Ethnicity,Asian/Pacific Islander,182,32.8
2013,San Bernardino,Under 18,Race-Ethnicity,Asian/Pacific Islander,73,27.6
2013,San Diego,Under 18,Race-Ethnicity,Asian/Pacific Islander,228,32.6
2013,San Francisco,Under 18,Race-Ethnicity,Asian/Pacific Islander,133,35.8
2013,San Joaquin,Under 18,Race-Ethnicity,Asian/Pacific Islander,125,48.0
2013,San Mateo,Under 18,Race-Ethnicity,Asian/Pacific Islander,84,20.7
2013,Santa Barbara,Under 18,Race-Ethnicity,Asian/Pacific Islander,13,42.7
2013,Santa Clara,Under 18,Race-Ethnicity,Asian/Pacific Islander,291,20.3
2013,Solano,Under 18,Race-Ethnicity,Asian/Pacific Islander,57,49.1
2013,Sonoma,Under 18,Race-Ethnicity,Asian/Pacific Islander,11,
2013,Stanislaus,Under 18,Race-Ethnicity,Asian/Pacific Islander,21,35.5
2013,Ventura,Under 18,Race-Ethnicity,Asian/Pacific Islander,24,21.0
2013,Yolo,Under 18,Race-Ethnicity,Asian/Pacific Islander,12,31.6
2013,Alameda,Under 18,Race-Ethnicity,Hispanic,1060,93.3
2013,Butte,Under 18,Race-Ethnicity,Hispanic,47,46.5
2013,California,Under 18,Race-Ethnicity,Hispanic,37054,77.9
2013,Colusa,Under 18,Race-Ethnicity,Hispanic,21,48.2
2013,Contra Costa,Under 18,Race-Ethnicity,Hispanic,822,93.7
2013,Del Norte,Under 18,Race-Ethnicity,Hispanic,12,87.5
2013,El Dorado,Under 18,Race-Ethnicity,Hispanic,40,51.7
2013,Fresno,Under 18,Race-Ethnicity,Hispanic,2527,141.9
2013,Glenn,Under 18,Race-Ethnicity,Hispanic,15,36.8
2013,Humboldt,Under 18,Race-Ethnicity,Hispanic,37,78.7
2013,Imperial,Under 18,Race-Ethnicity,Hispanic,586,127.8
2013,Kern,Under 18,Race-Ethnicity,Hispanic,1284,79.7
2013,Kings,Under 18,Race-Ethnicity,Hispanic,330,126.1
2013,Lake,Under 18,Race-Ethnicity,Hispanic,13,31.8
2013,Los Angeles,Under 18,Race-Ethnicity,Hispanic,12498,85.7
2013,Madera,Under 18,Race-Ethnicity,Hispanic,372,116.2
2013,Marin,Under 18,Race-Ethnicity,Hispanic,61,47.5
2013,Mendocino,Under 18,Race-Ethnicity,Hispanic,36,46.9
2013,Merced,Under 18,Race-Ethnicity,Hispanic,632,119.5
2013,Monterey,Under 18,Race-Ethnicity,Hispanic,807,90.8
2013,Napa,Under 18,Race-Ethnicity,Hispanic,94,59.8
2013,Orange,Under 18,Race-Ethnicity,Hispanic,2075,59.9
2013,Placer,Under 18,Race-Ethnicity,Hispanic,62,34.7
2013,Riverside,Under 18,Race-Ethnicity,Hispanic,1927,54.2
2013,Sacramento,Under 18,Race-Ethnicity,Hispanic,815,74.4
2013,San Benito,Under 18,Race-Ethnicity,Hispanic,83,73.2
2013,San Bernardino,Under 18,Race-Ethnicity,Hispanic,2507,72.2
2013,San Diego,Under 18,Race-Ethnicity,Hispanic,2550,75.4
2013,San Francisco,Under 18,Race-Ethnicity,Hispanic,194,68.1
2013,San Joaquin,Under 18,Race-Ethnicity,Hispanic,696,69.9
2013,San Luis Obispo,Under 18,Race-Ethnicity,Hispanic,93,49.9
2013,San Mateo,Under 18,Race-Ethnicity,Hispanic,392,69.2
2013,Santa Barbara,Under 18,Race-Ethnicity,Hispanic,446,69.5
2013,Santa Clara,Under 18,Race-Ethnicity,Hispanic,946,57.2
2013,Santa Cruz,Under 18,Race-Ethnicity,Hispanic,281,92.8
2013,Shasta,Under 18,Race-Ethnicity,Hispanic,27,47.0
2013,Solano,Under 18,Race-Ethnicity,Hispanic,243,70.9
2013,Sonoma,Under 18,Race-Ethnicity,Hispanic,278,63.3
2013,Stanislaus,Under 18,Race-Ethnicity,Hispanic,569,70.5
2013,Sutter,Under 18,Race-Ethnicity,Hispanic,27,26.0
2013,Tehama,Under 18,Race-Ethnicity,Hispanic,23,41.4
2013,Tulare,Under 18,Race-Ethnicity,Hispanic,690,64.1
2013,Ventura,Under 18,Race-Ethnicity,Hispanic,634,54.8
2013,Yolo,Under 18,Race-Ethnicity,Hispanic,119,60.6
2013,Yuba,Under 18,Race-Ethnicity,Hispanic,28,38.8
2013,Alameda,Under 18,Race-Ethnicity,White,350,44.2
2013,Amador,Under 18,Race-Ethnicity,White,47,119.4
2013,Butte,Under 18,Race-Ethnicity,White,196,73.4
2013,Calaveras,Under 18,Race-Ethnicity,White,51,87.9
2013,California,Under 18,Race-Ethnicity,White,13912,56.6
2013,Colusa,Under 18,Race-Ethnicity,White,16,111.8
2013,Contra Costa,Under 18,Race-Ethnicity,White,419,49.2
2013,Del Norte,Under 18,Race-Ethnicity,White,31,102.9
2013,El Dorado,Under 18,Race-Ethnicity,White,90,37.0
2013,Fresno,Under 18,Race-Ethnicity,White,754,135.8
2013,Glenn,Under 18,Race-Ethnicity,White,16,54.2
2013,Humboldt,Under 18,Race-Ethnicity,White,137,86.5
2013,Imperial,Under 18,Race-Ethnicity,White,92,215.7
2013,Inyo,Under 18,Race-Ethnicity,White,11,
2013,Kern,Under 18,Race-Ethnicity,White,528,75.7
2013,Kings,Under 18,Race-Ethnicity,White,143,132.2
2013,Lake,Under 18,Race-Ethnicity,White,65,89.4
2013,Lassen,Under 18,Race-Ethnicity,White,29,73.4
2013,Los Angeles,Under 18,Race-Ethnicity,White,1968,50.8
2013,Madera,Under 18,Race-Ethnicity,White,86,96.4
2013,Marin,Under 18,Race-Ethnicity,White,84,28.2
2013,Mariposa,Under 18,Race-Ethnicity,White,14,67.0
2013,Mendocino,Under 18,Race-Ethnicity,White,50,55.4
2013,Merced,Under 18,Race-Ethnicity,White,233,129.7
2013,Monterey,Under 18,Race-Ethnicity,White,94,53.7
2013,Napa,Under 18,Race-Ethnicity,White,44,40.1
2013,Nevada,Under 18,Race-Ethnicity,White,53,44.7
2013,Orange,Under 18,Race-Ethnicity,White,1112,52.6
2013,Placer,Under 18,Race-Ethnicity,White,221,43.2
2013,Plumas,Under 18,Race-Ethnicity,White,25,107.0
2013,Riverside,Under 18,Race-Ethnicity,White,931,59.2
2013,Sacramento,Under 18,Race-Ethnicity,White,715,56.4
2013,San Benito,Under 18,Race-Ethnicity,White,32,110.4
2013,San Bernardino,Under 18,Race-Ethnicity,White,1018,78.7
2013,San Diego,Under 18,Race-Ethnicity,White,993,39.5
2013,San Francisco,Under 18,Race-Ethnicity,White,202,45.9
2013,San Joaquin,Under 18,Race-Ethnicity,White,340,75.8
2013,San Luis Obispo,Under 18,Race-Ethnicity,White,113,42.4
2013,San Mateo,Under 18,Race-Ethnicity,White,151,28.6
2013,Santa Barbara,Under 18,Race-Ethnicity,White,169,64.2
2013,Santa Clara,Under 18,Race-Ethnicity,White,314,31.1
2013,Santa Cruz,Under 18,Race-Ethnicity,White,96,44.9
2013,Shasta,Under 18,Race-Ethnicity,White,212,78.5
2013,Siskiyou,Under 18,Race-Ethnicity,White,29,52.3
2013,Solano,Under 18,Race-Ethnicity,White,221,78.8
2013,Sonoma,Under 18,Race-Ethnicity,White,224,46.7
2013,Stanislaus,Under 18,Race-Ethnicity,White,374,78.3
2013,Sutter,Under 18,Race-Ethnicity,White,36,38.5
2013,Tehama,Under 18,Race-Ethnicity,White,51,59.4
2013,Tulare,Under 18,Race-Ethnicity,White,187,61.9
2013,Tuolumne,Under 18,Race-Ethnicity,White,42,65.6
2013,Ventura,Under 18,Race-Ethnicity,White,345,53.3
2013,Yolo,Under 18,Race-Ethnicity,White,79,49.8
2013,Yuba,Under 18,Race-Ethnicity,White,59,62.3
2013,Alameda,Under 18,Sex,Female,1244,73.3
2013,Amador,Under 18,Sex,Female,21,73.0
2013,Butte,Under 18,Sex,Female,115,52.3
2013,Calaveras,Under 18,Sex,Female,21,58.9
2013,California,Under 18,Sex,Female,25613,57.6
2013,Colusa,Under 18,Sex,Female,11,
2013,Contra Costa,Under 18,Sex,Female,850,70.1
2013,Del Norte,Under 18,Sex,Female,27,98.0
2013,El Dorado,Under 18,Sex,Female,53,29.7
2013,Fresno,Under 18,Sex,Female,1403,101.8
2013,Glenn,Under 18,Sex,Female,11,
2013,Humboldt,Under 18,Sex,Female,84,67.1
2013,Imperial,Under 18,Sex,Female,254,100.8
2013,Kern,Under 18,Sex,Female,914,72.7
2013,Kings,Under 18,Sex,Female,183,91.0
2013,Lake,Under 18,Sex,Female,39,63.4
2013,Lassen,Under 18,Sex,Female,13,46.5
2013,Los Angeles,Under 18,Sex,Female,7117,63.1
2013,Madera,Under 18,Sex,Female,169,80.6
2013,Marin,Under 18,Sex,Female,69,28.1
2013,Mendocino,Under 18,Sex,Female,39,43.0
2013,Merced,Under 18,Sex,Female,352,91.9
2013,Monterey,Under 18,Sex,Female,361,65.5
2013,Napa,Under 18,Sex,Female,61,41.1
2013,Nevada,Under 18,Sex,Female,15,19.3
2013,Orange,Under 18,Sex,Female,1423,41.0
2013,Placer,Under 18,Sex,Female,115,28.6
2013,Plumas,Under 18,Sex,Female,12,75.2
2013,Riverside,Under 18,Sex,Female,1401,47.5
2013,Sacramento,Under 18,Sex,Female,1146,65.6
2013,San Benito,Under 18,Sex,Female,42,55.8
2013,San Bernardino,Under 18,Sex,Female,1810,65.1
2013,San Diego,Under 18,Sex,Female,1750,49.0
2013,San Francisco,Under 18,Sex,Female,293,46.7
2013,San Joaquin,Under 18,Sex,Female,627,66.0
2013,San Luis Obispo,Under 18,Sex,Female,96,39.9
2013,San Mateo,Under 18,Sex,Female,297,37.0
2013,Santa Barbara,Under 18,Sex,Female,267,55.7
2013,Santa Clara,Under 18,Sex,Female,643,29.9
2013,Santa Cruz,Under 18,Sex,Female,165,60.8
2013,Shasta,Under 18,Sex,Female,101,54.8
2013,Siskiyou,Under 18,Sex,Female,19,46.0
2013,Solano,Under 18,Sex,Female,347,74.1
2013,Sonoma,Under 18,Sex,Female,223,44.4
2013,Stanislaus,Under 18,Sex,Female,401,57.4
2013,Sutter,Under 18,Sex,Female,25,20.1
2013,Tehama,Under 18,Sex,Female,35,47.7
2013,Tulare,Under 18,Sex,Female,360,50.9
2013,Tuolumne,Under 18,Sex,Female,41,93.9
2013,Ventura,Under 18,Sex,Female,396,39.9
2013,Yolo,Under 18,Sex,Female,88,40.7
2013,Yuba,Under 18,Sex,Female,32,32.3
2013,Alameda,Under 18,Sex,Male,2025,110.6
2013,Amador,Under 18,Sex,Male,31,112.9
2013,Butte,Under 18,Sex,Male,160,70.1
2013,Calaveras,Under 18,Sex,Male,39,98.0
2013,California,Under 18,Sex,Male,45228,95.8
2013,Colusa,Under 18,Sex,Male,27,84.3
2013,Contra Costa,Under 18,Sex,Male,1401,111.4
2013,Del Norte,Under 18,Sex,Male,21,73.5
2013,El Dorado,Under 18,Sex,Male,82,45.1
2013,Fresno,Under 18,Sex,Male,2411,165.0
2013,Glenn,Under 18,Sex,Male,22,56.4
2013,Humboldt,Under 18,Sex,Male,121,90.6
2013,Imperial,Under 18,Sex,Male,455,170.2
2013,Inyo,Under 18,Sex,Male,20,107.0
2013,Kern,Under 18,Sex,Male,1480,110.7
2013,Kings,Under 18,Sex,Male,375,170.4
2013,Lake,Under 18,Sex,Male,57,85.8
2013,Lassen,Under 18,Sex,Male,24,86.6
2013,Los Angeles,Under 18,Sex,Male,13269,111.3
2013,Madera,Under 18,Sex,Male,323,144.2
2013,Marin,Under 18,Sex,Male,114,44.3
2013,Mendocino,Under 18,Sex,Male,65,66.3
2013,Merced,Under 18,Sex,Male,613,150.4
2013,Monterey,Under 18,Sex,Male,628,104.3
2013,Napa,Under 18,Sex,Male,100,64.2
2013,Nevada,Under 18,Sex,Male,46,54.8
2013,Orange,Under 18,Sex,Male,2478,67.4
2013,Placer,Under 18,Sex,Male,217,52.4
2013,Plumas,Under 18,Sex,Male,17,103.7
2013,Riverside,Under 18,Sex,Male,2422,78.9
2013,Sacramento,Under 18,Sex,Male,1889,101.3
2013,San Benito,Under 18,Sex,Male,75,97.6
2013,San Bernardino,Under 18,Sex,Male,3468,117.9
2013,San Diego,Under 18,Sex,Male,3066,80.0
2013,San Francisco,Under 18,Sex,Male,517,77.1
2013,San Joaquin,Under 18,Sex,Male,1064,105.5
2013,San Luis Obispo,Under 18,Sex,Male,133,52.7
2013,San Mateo,Under 18,Sex,Male,473,54.7
2013,Santa Barbara,Under 18,Sex,Male,397,78.9
2013,Santa Clara,Under 18,Sex,Male,1163,50.3
2013,Santa Cruz,Under 18,Sex,Male,221,76.3
2013,Shasta,Under 18,Sex,Male,180,90.8
2013,Siskiyou,Under 18,Sex,Male,25,55.4
2013,Solano,Under 18,Sex,Male,619,124.9
2013,Sonoma,Under 18,Sex,Male,337,63.2
2013,Stanislaus,Under 18,Sex,Male,753,102.0
2013,Sutter,Under 18,Sex,Male,52,40.0
2013,Tehama,Under 18,Sex,Male,51,65.6
2013,Tulare,Under 18,Sex,Male,737,97.6
2013,Tuolumne,Under 18,Sex,Male,31,68.5
2013,Ventura,Under 18,Sex,Male,686,66.0
2013,Yolo,Under 18,Sex,Male,161,73.6
2013,Yuba,Under 18,Sex,Male,65,59.6
2012,Alameda,18 and Over,Total Population,18 and Over,6965,58.4
2012,Amador,18 and Over,Total Population,18 and Over,214,81.9
2012,Butte,18 and Over,Total Population,18 and Over,698,42.6
2012,Calaveras,18 and Over,Total Population,18 and Over,137,42.5
2012,California,18 and Over,Total Population,18 and Over,113149,39.6
2012,Colusa,18 and Over,Total Population,18 and Over,52,33.8
2012,Contra Costa,18 and Over,Total Population,18 and Over,5317,66.3
2012,Del Norte,18 and Over,Total Population,18 and Over,92,38.8
2012,El Dorado,18 and Over,Total Population,18 and Over,402,31.1
2012,Fresno,18 and Over,Total Population,18 and Over,3432,51.2
2012,Glenn,18 and Over,Total Population,18 and Over,74,36.0
2012,Humboldt,18 and Over,Total Population,18 and Over,769,72.9
2012,Imperial,18 and Over,Total Population,18 and Over,660,52.0
2012,Inyo,18 and Over,Total Population,18 and Over,50,35.2
2012,Kern,18 and Over,Total Population,18 and Over,2793,45.7
2012,Kings,18 and Over,Total Population,18 and Over,856,79.1
2012,Lake,18 and Over,Total Population,18 and Over,328,70.0
2012,Lassen,18 and Over,Total Population,18 and Over,72,24.8
2012,Los Angeles,18 and Over,Total Population,18 and Over,28793,38.0
2012,Madera,18 and Over,Total Population,18 and Over,472,44.0
2012,Marin,18 and Over,Total Population,18 and Over,517,25.8
2012,Mariposa,18 and Over,Total Population,18 and Over,40,29.3
2012,Mendocino,18 and Over,Total Population,18 and Over,353,55.7
2012,Merced,18 and Over,Total Population,18 and Over,1232,68.6
2012,Modoc,18 and Over,Total Population,18 and Over,35,57.0
2012,Mono,18 and Over,Total Population,18 and Over,16,15.1
2012,Monterey,18 and Over,Total Population,18 and Over,1096,35.2
2012,Napa,18 and Over,Total Population,18 and Over,407,37.8
2012,Nevada,18 and Over,Total Population,18 and Over,303,44.8
2012,Orange,18 and Over,Total Population,18 and Over,5848,25.0
2012,Placer,18 and Over,Total Population,18 and Over,801,29.4
2012,Plumas,18 and Over,Total Population,18 and Over,49,33.9
2012,Riverside,18 and Over,Total Population,18 and Over,5828,35.6
2012,Sacramento,18 and Over,Total Population,18 and Over,6574,61.0
2012,San Benito,18 and Over,Total Population,18 and Over,132,33.4
2012,San Bernardino,18 and Over,Total Population,18 and Over,7744,51.6
2012,San Diego,18 and Over,Total Population,18 and Over,6632,27.4
2012,San Francisco,18 and Over,Total Population,18 and Over,2406,34.7
2012,San Joaquin,18 and Over,Total Population,18 and Over,2755,55.1
2012,San Luis Obispo,18 and Over,Total Population,18 and Over,585,30.1
2012,San Mateo,18 and Over,Total Population,18 and Over,1957,34.1
2012,Santa Barbara,18 and Over,Total Population,18 and Over,826,24.6
2012,Santa Clara,18 and Over,Total Population,18 and Over,3791,27.6
2012,Santa Cruz,18 and Over,Total Population,18 and Over,510,24.5
2012,Shasta,18 and Over,Total Population,18 and Over,662,51.3
2012,Siskiyou,18 and Over,Total Population,18 and Over,117,39.1
2012,Solano,18 and Over,Total Population,18 and Over,2232,71.6
2012,Sonoma,18 and Over,Total Population,18 and Over,1349,36.2
2012,Stanislaus,18 and Over,Total Population,18 and Over,1832,49.1
2012,Sutter,18 and Over,Total Population,18 and Over,175,25.8
2012,Tehama,18 and Over,Total Population,18 and Over,221,50.5
2012,Trinity,18 and Over,Total Population,18 and Over,57,73.0
2012,Tulare,18 and Over,Total Population,18 and Over,1266,41.1
2012,Tuolumne,18 and Over,Total Population,18 and Over,192,49.0
2012,Ventura,18 and Over,Total Population,18 and Over,1583,25.6
2012,Yolo,18 and Over,Total Population,18 and Over,546,36.9
2012,Yuba,18 and Over,Total Population,18 and Over,220,42.0
2012,Alameda,18 and Over,Race-Ethnicity,African-American,3344,228.8
2012,Butte,18 and Over,Race-Ethnicity,African-American,35,135.4
2012,California,18 and Over,Race-Ethnicity,African-American,25073,145.4
2012,Contra Costa,18 and Over,Race-Ethnicity,African-American,1693,234.5
2012,Del Norte,18 and Over,Race-Ethnicity,African-American,30,298.5
2012,Fresno,18 and Over,Race-Ethnicity,African-American,372,107.6
2012,Humboldt,18 and Over,Race-Ethnicity,African-American,30,267.3
2012,Imperial,18 and Over,Race-Ethnicity,African-American,38,70.6
2012,Kern,18 and Over,Race-Ethnicity,African-American,512,144.8
2012,Kings,18 and Over,Race-Ethnicity,African-American,128,127.6
2012,Lake,18 and Over,Race-Ethnicity,African-American,24,293.1
2012,Los Angeles,18 and Over,Race-Ethnicity,African-American,8040,126.3
2012,Madera,18 and Over,Race-Ethnicity,African-American,50,99.1
2012,Marin,18 and Over,Race-Ethnicity,African-American,60,102.3
2012,Mendocino,18 and Over,Race-Ethnicity,African-American,12,224.6
